Gr Liv Area,Bedroom AbvGr,Neighborhood,Year Built,Year Remod/Add,Yr Sold,Total Bsmt SF,SalePrice
1190,3,Gilbert,1993,1993,2009,1181,166000
1481,3,Gilbert,1994,1995,2009,702,174000
1442,3,Gilbert,1990,1990,2009,1424,180500
2234,1,StoneBr,2008,2009,2009,2216,501837
2046,3,StoneBr,2008,2008,2009,2046,372500
1530,3,StoneBr,2005,2005,2009,1530,260000
1934,3,Gilbert,1977,1977,2009,1122,185000
2353,4,NWAmes,1980,1980,2009,845,260000
1586,3,NWAmes,1979,1998,2009,1362,181000
1411,3,NWAmes,1977,1977,2009,1386,82500
1671,3,NWAmes,1978,1986,2009,1427,200000
1707,3,NWAmes,1978,1998,2009,1140,184000
2524,4,NWAmes,1981,1981,2009,2524,278000
1601,3,NWAmes,1978,1978,2009,1271,157000
1370,3,NWAmes,1976,1976,2009,1090,152000
1884,3,Somerst,2003,2003,2009,926,240900
1935,3,Somerst,2009,2009,2009,832,263435
1116,3,NWAmes,1974,1974,2009,1116,167900
1193,3,NWAmes,1975,1975,2009,1176,158000
1350,3,NWAmes,1974,1974,2009,1064,165000
1026,3,NAmes,1969,2005,2009,1026,156000
864,3,NAmes,1970,1970,2009,864,76500
864,3,NAmes,1970,1970,2009,864,120500
864,3,NAmes,1970,1970,2009,864,124500
864,2,NAmes,1971,1971,2009,864,97000
864,3,NAmes,1971,2006,2009,864,130000
987,2,BrDale,1973,1973,2009,483,111000
1365,3,BrDale,1970,1970,2009,765,125000
1302,3,BrDale,1971,1971,2009,630,112000
987,2,BrDale,1972,1972,2009,483,97000
987,2,BrDale,1972,2007,2009,483,118000
1302,3,BrDale,1972,1972,2009,630,119500
1548,3,NPkVill,1976,1976,2009,804,146000
1456,3,NPkVill,1976,1976,2009,855,148500
1055,2,NPkVill,1975,1975,2009,1057,123000
1322,3,NPkVill,1974,1974,2009,855,147000
1456,3,NPkVill,1977,1977,2009,855,137900
1548,3,NPkVill,1978,1978,2009,804,147000
1441,3,NPkVill,1978,1978,2009,855,148500
1456,3,NPkVill,1978,1978,2009,855,138000
836,2,NPkVill,1976,1976,2009,836,128500
892,3,NAmes,1967,1967,2009,892,100000
1718,3,NridgHt,2006,2007,2009,1700,337500
2772,4,NridgHt,2007,2007,2009,1776,462000
3140,4,NridgHt,2008,2009,2009,1926,485000
2402,2,NridgHt,2008,2008,2009,3094,555000
1652,2,NridgHt,2006,2007,2009,1652,325000
1600,3,NridgHt,2007,2007,2009,1566,256300
2042,3,NridgHt,2008,2009,2009,2042,253293
2690,3,NridgHt,2009,2009,2009,1365,398800
2184,3,NridgHt,2008,2008,2009,1104,335000
2020,3,NridgHt,2008,2008,2009,2020,404000
2020,3,NridgHt,2009,2009,2009,2006,402861
2296,3,NridgHt,2008,2008,2009,1722,451950
2674,2,NridgHt,2007,2007,2009,2630,610000
2822,4,NridgHt,2008,2009,2009,1734,582933
1736,3,NridgHt,2008,2008,2009,1736,360000
1782,3,NridgHt,2004,2005,2009,1782,296000
2520,5,NridgHt,2007,2007,2009,1508,409900
1717,3,NridgHt,2006,2006,2009,1709,255500
1743,3,NridgHt,2008,2008,2009,1739,335000
1713,3,NridgHt,2004,2005,2009,1713,274900
1531,2,NridgHt,2006,2006,2009,1504,300000
1808,3,NridgHt,2008,2008,2009,1774,324000
2224,4,NridgHt,2004,2005,2009,1462,350000
1836,3,NridgHt,2004,2005,2009,1836,280000
1629,3,NridgHt,2003,2004,2009,3206,284000
1760,3,NridgHt,2003,2004,2009,1760,269500
1502,3,NridgHt,2009,2009,2009,1502,233170
2392,3,NridgHt,2003,2003,2009,2392,386250
2452,3,NridgHt,2003,2003,2009,2452,445000
2400,4,NridgHt,2003,2004,2009,1082,290000
1606,3,NridgHt,2006,2006,2009,1598,255900
1358,2,NridgHt,2005,2005,2009,1358,213000
1306,1,NridgHt,2005,2005,2009,1306,196000
1306,1,NridgHt,2005,2005,2009,1306,184500
1358,2,NridgHt,2007,2008,2009,1350,212500
1314,2,NridgHt,2007,2008,2009,1314,230000
2492,2,NridgHt,2004,2005,2009,2492,552000
2200,3,NridgHt,2003,2004,2009,2200,382500
1884,2,NridgHt,2008,2009,2009,1884,320000
1456,2,NridgHt,2008,2008,2009,1451,248500
1712,3,NridgHt,2002,2003,2009,1712,286500
1324,2,NridgHt,2006,2006,2009,1324,254000
1405,2,NridgHt,2003,2003,2009,1405,173000
1626,2,NridgHt,2003,2004,2009,764,173000
1456,3,Gilbert,2005,2005,2009,728,184000
1490,3,Gilbert,2005,2006,2009,745,167800
1484,3,Gilbert,2005,2005,2009,742,174000
1560,3,Gilbert,2005,2005,2009,684,174000
1555,2,Blmngtn,2007,2007,2009,1373,174000
1569,1,Blmngtn,2007,2007,2009,1386,175900
1555,2,Blmngtn,2005,2006,2009,1373,192500
1504,1,Blmngtn,2005,2006,2009,1346,181000
1220,2,Blmngtn,2005,2006,2009,1220,180000
1145,2,Blmngtn,2005,2006,2009,1145,160200
1432,3,Gilbert,2004,2005,2009,716,188500
1374,3,Gilbert,2004,2005,2009,384,170000
1630,3,Gilbert,2004,2005,2009,868,189500
1594,3,Gilbert,2004,2004,2009,846,195500
1314,2,NridgHt,2007,2008,2009,1314,207500
1374,3,Gilbert,2004,2004,2009,384,167000
1800,3,Gilbert,2000,2000,2009,982,179000
1514,3,Gilbert,2000,2000,2009,794,190000
1430,3,Gilbert,1999,2000,2009,384,156000
1430,3,Gilbert,1999,1999,2009,384,168000
2365,3,NoRidge,1999,1999,2009,1252,337000
2794,4,NoRidge,1995,1996,2009,1462,403000
2687,4,NoRidge,2000,2000,2009,1455,327000
2612,4,NoRidge,1998,1999,2009,1225,336000
2344,3,NoRidge,1996,1997,2009,1264,265000
2646,4,NoRidge,1993,1993,2009,1347,260000
2061,3,NoRidge,1995,1996,2009,1070,260000
2448,4,NoRidge,1994,2005,2009,1629,402000
1468,3,Somerst,2008,2009,2009,1468,244600
1696,3,Somerst,2008,2008,2009,1696,275000
1658,3,Somerst,2008,2008,2009,1614,257500
1578,3,Somerst,2008,2009,2009,1573,287090
1702,3,Somerst,2007,2007,2009,1702,275500
1432,3,Somerst,2006,2006,2009,1422,245000
1971,3,Somerst,2005,2005,2009,1113,253000
2490,2,Somerst,2005,2006,2009,2458,468000
1852,3,Somerst,2009,2009,2009,900,252678
1590,3,Somerst,2008,2008,2009,768,210000
1218,2,Somerst,2009,2009,2009,1218,208300
1314,3,Somerst,2009,2009,2009,1300,229456
1402,3,Somerst,2008,2008,2009,1402,229800
1530,3,Somerst,2007,2008,2009,1530,250000
1766,2,Somerst,2009,2009,2009,1766,370878
1448,2,Somerst,2006,2007,2009,1372,238500
2007,3,Somerst,2008,2008,2009,1017,310000
1795,3,Somerst,2006,2006,2009,900,270000
1953,3,Somerst,2005,2006,2009,1082,252000
1550,2,Somerst,2006,2007,2009,1092,241000
1836,3,Somerst,2008,2009,2009,1836,264500
1662,3,Somerst,2006,2007,2009,1652,291000
2094,4,Somerst,2003,2004,2009,912,263000
1221,2,Somerst,2004,2005,2009,1221,185000
1553,3,Somerst,2003,2004,2009,1553,234500
1653,3,Somerst,2003,2003,2009,812,209000
1218,3,SawyerW,2007,2007,2009,1218,159000
1141,3,SawyerW,2006,2006,2009,1141,152000
1812,3,SawyerW,2004,2004,2009,835,193000
1512,3,SawyerW,2004,2004,2009,1512,203000
1114,3,SawyerW,2004,2005,2009,1114,159000
1114,3,SawyerW,2003,2004,2009,1114,153000
1450,2,SawyerW,2008,2009,2009,1450,224243
2122,4,SawyerW,1996,1997,2009,913,220000
1844,2,SawyerW,2005,2006,2009,1844,257000
1434,3,SawyerW,2001,2001,2009,1454,189000
1730,3,SawyerW,1992,1992,2009,816,171500
1217,3,SawyerW,1980,1980,2009,626,120000
1332,2,SawyerW,1990,1991,2009,1332,145000
1540,3,SawyerW,1994,1994,2009,754,184000
1882,4,SawyerW,1981,1981,2009,0,160000
841,2,SawyerW,1950,1950,2009,721,82000
784,2,SawyerW,1928,1950,2009,784,76000
980,3,Sawyer,1962,1962,2009,980,110000
980,3,Sawyer,1977,1977,2009,980,135000
1144,3,Sawyer,1961,1983,2009,864,131400
864,3,Sawyer,1965,1965,2009,864,62383
912,3,Sawyer,1962,1962,2009,912,123000
3005,3,Somerst,2004,2005,2009,1376,280750
1224,2,Somerst,2009,2009,2009,612,164500
1224,2,Somerst,2009,2009,2009,612,173733
1471,3,Somerst,1999,1999,2009,729,172500
1512,2,Somerst,2000,2000,2009,756,180000
1452,3,Somerst,1999,1999,2009,691,156000
1739,3,Somerst,1999,2000,2009,970,172500
1226,1,Greens,1981,1981,2009,1226,211500
1740,2,Veenker,1981,1981,2009,1740,241600
2499,4,Veenker,1976,1976,2009,392,180500
1556,4,NWAmes,1968,1968,2009,727,154000
2640,5,NWAmes,1967,1997,2009,932,256900
1336,3,NWAmes,1969,1969,2009,1288,163000
1216,3,NWAmes,1969,1969,2009,1216,113000
1334,2,NWAmes,1977,1977,2009,1350,167900
1680,3,NWAmes,1998,1999,2009,1650,213250
1665,3,NWAmes,2001,2001,2009,810,227000
864,2,NAmes,1967,1967,2009,864,130000
1568,3,NAmes,1967,1967,2009,1568,143000
925,2,NAmes,1965,1965,2009,925,117500
2061,4,NWAmes,1974,1974,2009,1165,168500
894,2,NAmes,1960,1960,2009,894,141500
864,3,NAmes,1959,1959,2009,864,118000
864,2,NAmes,1959,1959,2009,864,127500
1776,4,NAmes,1958,1958,2009,1584,110000
1516,3,NAmes,1964,1964,2009,1516,167000
1313,3,NAmes,1961,1995,2009,1313,153000
1292,3,NAmes,1964,1964,2009,1292,145100
1041,3,NAmes,1959,1959,2009,1041,124500
1576,4,NAmes,1961,1961,2009,1208,174500
960,2,NAmes,1955,1955,2009,960,122000
1505,2,NAmes,1953,1953,2009,1505,149500
1691,2,NAmes,1967,1967,2009,1680,175000
1644,3,NAmes,1953,1953,2009,1416,167000
1050,2,NAmes,1956,1956,2009,1050,128900
1668,3,NAmes,1950,2005,2009,856,140000
1113,3,NAmes,1950,2007,2009,1113,147000
1584,4,NAmes,1967,1967,2009,1584,124000
1453,3,NAmes,1961,1961,2009,1453,187500
1567,2,NAmes,1966,2008,2009,1562,256000
1986,3,NAmes,1965,1990,2009,768,205000
2142,4,NAmes,1968,1968,2009,896,193500
1392,2,NAmes,1968,1968,2009,1392,110000
1144,3,NAmes,1956,1956,2009,1169,150000
1478,3,NAmes,1957,1957,2009,1478,156500
988,3,NAmes,1959,1998,2009,988,149500
1632,3,NAmes,1958,1988,2009,1240,139000
1215,3,NAmes,1958,1998,2009,1215,155000
1202,3,NAmes,1956,1956,2009,1202,120000
1382,3,NAmes,1955,1955,2009,1382,153000
1200,3,NAmes,1956,1956,2009,1200,144000
1382,3,NAmes,1962,1962,2009,1362,176000
1297,3,NAmes,1954,1990,2009,1297,153000
1866,4,NAmes,1958,1958,2009,1866,135000
1062,3,NAmes,1954,1954,2009,1062,131000
1319,3,NAmes,1953,1953,2009,608,123000
1112,2,NAmes,1951,1951,2009,631,126000
1005,2,NAmes,1955,1955,2009,1005,115000
1363,2,NAmes,1951,2000,2009,1008,164900
793,2,NAmes,1945,1950,2009,793,113000
1031,2,NAmes,1952,2005,2009,1031,145500
1210,2,NAmes,1953,1953,2009,0,102900
1699,3,OldTown,1900,1970,2009,978,95000
1527,3,NAmes,1948,1999,2009,699,152500
1200,3,NAmes,1950,1950,2009,1200,129900
972,2,NAmes,1948,2002,2009,972,132000
792,2,OldTown,1958,1958,2009,792,99900
1656,3,OldTown,1916,1987,2009,660,135000
1352,4,OldTown,1939,2006,2009,676,149000
1039,2,OldTown,1900,2003,2009,405,114000
792,2,OldTown,1924,2006,2009,768,109500
1078,3,OldTown,1925,1950,2009,1054,125000
2377,3,OldTown,1915,1950,2009,1313,142900
1690,4,OldTown,1910,2008,2009,560,156500
1374,2,OldTown,1920,1950,2009,840,105000
846,2,OldTown,1920,1950,2009,720,106000
725,1,OldTown,1890,1998,2009,630,78500
2544,6,NAmes,1969,1969,2009,1248,190000
1380,3,NAmes,1963,1963,2009,1380,154000
1040,3,NAmes,1967,1967,2009,1040,163000
2634,6,NAmes,1969,1969,2009,1248,200000
951,2,NAmes,1958,2007,2009,951,143500
1105,3,NAmes,1957,1957,2009,1105,135000
1306,2,NAmes,1957,2000,2009,992,153000
1142,2,NAmes,1958,1958,2009,160,113500
1268,3,NAmes,1949,1950,2009,832,133000
1040,2,NAmes,1950,1950,2009,0,92900
1133,3,NAmes,1950,1950,2009,795,128500
1040,2,NAmes,1949,1950,2009,0,90000
1904,3,NAmes,1950,1982,2009,1208,138000
1041,3,NAmes,1958,1958,2009,1041,128000
1339,3,NAmes,1958,1965,2009,1029,139000
732,2,NAmes,1952,1952,2009,732,118900
1183,3,NAmes,1959,1959,2009,528,138000
1148,3,NAmes,1959,1959,2009,1148,132500
1461,4,NAmes,1949,1996,2009,832,133500
1495,3,NAmes,1948,1994,2009,864,135000
1806,4,NAmes,1964,1964,2009,780,144750
941,2,NAmes,1978,1978,2009,941,145000
1045,3,NAmes,1963,1963,2009,1045,127000
894,2,NAmes,1962,1962,2009,894,109500
1230,2,OldTown,1910,1981,2009,440,110000
1378,3,OldTown,1935,1998,2009,901,128900
1944,4,OldTown,1910,1950,2009,972,103500
1131,3,OldTown,1941,1950,2009,676,66500
1306,3,OldTown,1910,2003,2009,240,130000
1558,3,OldTown,1939,1950,2009,690,150000
2372,4,OldTown,1892,1965,2009,994,107500
1960,4,OldTown,1952,1952,2009,960,124500
1389,3,OldTown,1946,1992,2009,651,135000
936,2,OldTown,1953,1953,2009,936,93000
1328,3,OldTown,1950,1970,2009,768,129500
